id	filename	md5	size	state
cbbd298b-780f-4ef5-a083-b23ca614d9ce	TCGA-HT-A5R7-01A-11R-A28I-13_mirna_gdc_realn.bam	7371ee36a2c3e228afd852e146adfb52	125264568	released
c2504aaa-9adb-4214-86e5-462bd9082415	TCGA-VM-A8CE-01A-11R-A36C-13_mirna_gdc_realn.bam	af5736b1b893eb1bf06c8586f64a55cf	230434838	released
d0f47185-67b7-4bae-920e-64b92cf46b40	TCGA-DU-A7TJ-01A-11R-A34O-13_mirna_gdc_realn.bam	82fad5b4dde2901ce020099d17b197dd	127117605	released
76bad8ca-1137-4216-a0fa-ebdd3bdf30b8	TCGA-WY-A85B-01A-11R-A36C-13_mirna_gdc_realn.bam	82796e5824a535a109491e8d78752036	242231571	released
8cc6731d-531d-48a6-9407-dcf8fdd0241d	TCGA-HT-7603-01A-21R-2089-13_mirna_gdc_realn.bam	cb0cac1b4a220f9124c37cbea9ba12fd	223818310	released
ff14f593-44a9-4126-9745-f2c282849a4a	TCGA-F6-A8O4-01A-11R-A36C-13_mirna_gdc_realn.bam	0435bea2165f170f814f08fc4bfd7a7d	175209998	released
1831c9ad-4897-4cbd-8a3a-20d1c3c1a41a	TCGA-DU-7013-01A-11R-2026-13_mirna_gdc_realn.bam	79dddf900769e345a249ff194df378ef	169638632	released
28ae621e-90ee-4a8f-b928-4a85a4949e30	TCGA-QH-A65S-01A-11R-A29V-13_mirna_gdc_realn.bam	ee5a4f0d9731d925d5e458767a9f96de	115186487	released
84303d24-fa95-47b7-b77f-29c42e0cf224	TCGA-R8-A6MK-01A-11R-A32L-13_mirna_gdc_realn.bam	0250e9e8eadca43505a8597337bfde68	239358993	released
64ce01e4-d70f-4040-93c5-5ce106dc504e	TCGA-E1-A7YD-01A-11R-A34G-13_mirna_gdc_realn.bam	58953c95b6599270baf89d68670a2095	186166371	released
391104f0-34a3-4026-b2c6-be495d8195dd	TCGA-HT-A74L-01A-11R-A32L-13_mirna_gdc_realn.bam	b1300d918d088d62229a9095d3e671c7	297181241	released
2e7ce87f-0bc6-42fc-809a-b2f7fa721736	TCGA-S9-A89Z-01A-11R-A36C-13_mirna_gdc_realn.bam	96017ca1d324d6eeb93c131e0d897b41	210868675	released
9ab6b13d-c90e-41c4-9aa0-51771fada60a	TCGA-FG-6690-01A-11R-1895-13_mirna_gdc_realn.bam	dbeb138bde0c723b10e420e0281e42f0	64499079	released
633bb355-4f9b-4d79-96a5-c5c41408da36	TCGA-DU-7010-01A-11R-2026-13_mirna_gdc_realn.bam	5bb826a4d197ee1226f3b3cc5696ce45	210277365	released
a1084194-b08e-4697-b1b3-ba405ceaf1a0	TCGA-HT-8015-01B-11R-A28I-13_mirna_gdc_realn.bam	75319f34e2c68678eb3408842d1e250a	127343468	released
8a9c6122-27a9-4107-bde1-e655795cbf71	TCGA-HT-7689-01A-11R-2255-13_mirna_gdc_realn.bam	b258cabc46013dac1b267351bdcdc77c	249088256	released
1415ea1a-9ae9-4920-8866-cc4d31674ec4	TCGA-HT-7677-01A-11R-2255-13_mirna_gdc_realn.bam	790da079df4454c71014ff2a8a2be5f1	198843455	released
ac80e725-2d33-47bc-b32c-56830d779fcb	TCGA-TQ-A7RU-01A-21R-A34G-13_mirna_gdc_realn.bam	bcbafeeca95854c782b6e4544b9ecf86	186511663	released
baffac5d-454a-4305-8ffc-d6a0d908f199	TCGA-E1-A7YN-01A-11R-A34G-13_mirna_gdc_realn.bam	ba4190b3ec963ca8e4cf27d272234e9d	124456326	released
3efab7ce-f94b-41f0-823a-56eec444f827	TCGA-DU-5855-01A-11R-1707-13_mirna_gdc_realn.bam	7a74d19cd610557f32e0ec29cbfcdb27	305907520	released
16265e2f-91af-4cb4-ab53-a5f1582d6567	TCGA-HT-8109-01A-11R-2401-13_mirna_gdc_realn.bam	3fc2e8ab0e4c4142bee59895aa03eced	270292768	released
990f2141-f55b-47d9-87f3-bdbbd6688ee3	TCGA-HT-8018-01A-11R-2401-13_mirna_gdc_realn.bam	6a97f6c53a8823e5ace2be7abe721b7f	162462191	released
97b56970-ed02-4be9-9d09-df1d19a1af30	TCGA-HW-A5KJ-01A-12R-A27U-13_mirna_gdc_realn.bam	a04de687d02f7aba4eef28a547dc468d	167314935	released
d1df7ac3-9d02-4505-ae3d-f7c117cf2295	TCGA-P5-A5F4-01A-11R-A28I-13_mirna_gdc_realn.bam	fede8e37777ac3a4df0b334ab8ce1890	177742111	released
1fa95712-fcf4-4f32-9916-7181ed523860	TCGA-DU-6401-01A-11R-1707-13_mirna_gdc_realn.bam	bdd79499f52ac80f0f8b19ddaa85d506	429335512	released
8dd262ce-5c05-4c76-a856-3a7342445ea1	TCGA-VM-A8CD-01A-11R-A36C-13_mirna_gdc_realn.bam	0a8130bd762b740dd5a1aa18f38f64ae	199780402	released
814b8903-73c6-4f2d-9370-f02a9341333a	TCGA-DU-6403-01A-11R-1707-13_mirna_gdc_realn.bam	e6ea928da71ec05338d28a767113506d	225207579	released
e9e93bc5-525e-4e66-871b-bb03e933322b	TCGA-DU-A5TR-01A-11R-A28I-13_mirna_gdc_realn.bam	10fc8e465e0f3eb27f38c017a42a45d2	167416970	released
e7bf3962-f68e-41a3-a677-8ccadae64b23	TCGA-HT-7608-01A-11R-2089-13_mirna_gdc_realn.bam	c2645bff33adcd936d6bfdd9a4241581	110883844	released
17267b44-34db-4080-a1ad-caa0a2ad64b3	TCGA-QH-A6X5-01A-12R-A32L-13_mirna_gdc_realn.bam	658a427995bd1d33e232fb861a8bfe64	214713495	released
1e3c14a6-24be-46f1-a495-3b196854b9b4	TCGA-E1-A7YH-01A-11R-A34G-13_mirna_gdc_realn.bam	3b0846042917329cffccbc7d0a49d5e0	183633107	released
acaa2b8e-81a0-4607-987c-ab2dddbe51be	TCGA-TM-A84S-01A-11R-A36C-13_mirna_gdc_realn.bam	32eda076fc96a1bf794e761829ab1f44	239077286	released
e7c73f9f-5d38-4329-87ea-02d0fb6977c1	TCGA-S9-A7R3-01A-11R-A34O-13_mirna_gdc_realn.bam	2c4681e94a025a86b7d2cf4ea0823c1d	305679115	released
e56d0735-2563-42fc-a3f7-52b8be573f87	TCGA-DB-A64X-01A-11R-A29V-13_mirna_gdc_realn.bam	6ddb781acb4096d24c46057df59f88c0	333046465	released
2aa43ffc-7605-4517-a6d1-8136b63aee85	TCGA-DB-A64R-01A-11R-A29V-13_mirna_gdc_realn.bam	9c14c58981e1d063c9819c65fb1fa792	200968420	released
80f2738b-56ff-4466-a074-31f0232cc45c	TCGA-S9-A6U1-01A-21R-A342-13_mirna_gdc_realn.bam	019fd53c6b7649ba168495a645ef734b	195369752	released
b480e994-08d9-44ea-b8d2-924f14d26ce6	TCGA-HT-7481-01A-11R-2026-13_mirna_gdc_realn.bam	5d045f8cc6b5089408c61b29ac27794d	164554641	released
fa0ee9c4-005b-4de7-a1e5-b65ca325f34f	TCGA-HW-8320-01A-11R-2401-13_mirna_gdc_realn.bam	46a616b61f433c48bbf7dbf6d32e1daf	204979688	released
48838278-fcbc-4dee-9e0a-05072b1e2042	TCGA-CS-4942-01A-01R-1469-13_mirna_gdc_realn.bam	80a88ddedb24c16fdc033941dfa441eb	249897452	released
29f17796-7c10-48fe-bec1-fd8365126e27	TCGA-DU-A5TW-01A-11R-A28I-13_mirna_gdc_realn.bam	89900f90cb789039dcff0a2bc1bb77f1	204901461	released
04660a5e-14d5-4d65-83de-2bfac6c6624d	TCGA-HT-7602-01A-21R-2089-13_mirna_gdc_realn.bam	b91f34d514fcb65232b45ab4cb8cabea	192861552	released
ade29096-416c-486c-b4f1-b8f86ee145e0	TCGA-DU-5851-01A-13R-1895-13_mirna_gdc_realn.bam	529f52e81bcc9396899fced4b9328e72	261550964	released
410ca26e-51d4-4680-9ffa-1ba90c85a87d	TCGA-FG-A6J1-01A-11R-A31R-13_mirna_gdc_realn.bam	0269787922520e6a767bb11ac9368341	240800757	released
14c9b1d5-77e9-45d8-9fea-667a0842595e	TCGA-FG-A60J-01A-11R-A28I-13_mirna_gdc_realn.bam	f50a069ee5ac42ca186bf20ea93e3d9a	345380482	released
b2783070-08f2-4477-bfc0-4a5994c43153	TCGA-CS-6669-01A-11R-1895-13_mirna_gdc_realn.bam	92a59938d66021d5d3e6a36e3b4a07e8	134089250	released
7723f105-88eb-4db8-b23c-dfc1201de200	TCGA-FG-6689-01A-11R-1895-13_mirna_gdc_realn.bam	64c9d11bdf6c6afc49c79a8112b0297f	269810808	released
bff938d8-7e69-4c50-9f9c-3fadd6bab801	TCGA-CS-6290-01A-11R-1707-13_mirna_gdc_realn.bam	f5edf5d94647c34a7c5169f7b7d87abf	220153094	released
8bb82fdb-6aa4-4eac-bc3a-2ba50e0d3ec8	TCGA-HT-7609-01A-11R-2089-13_mirna_gdc_realn.bam	e6aa50036c6c67cc770f2bf10becfa93	211692630	released
b2ab41f2-add9-4e84-8362-3dc6e1d3bb69	TCGA-HW-7493-01A-11R-2026-13_mirna_gdc_realn.bam	139d8a23b78350711d2d7c4205d6e4c9	122745561	released
cc5f7996-d836-4250-952d-00be03f59901	TCGA-DU-8166-01A-11R-2255-13_mirna_gdc_realn.bam	ec634761f8842a6c203c02f57ec7e2c6	315928564	released
ccb8ae42-002f-4fac-9df4-5fbf3a42d9d8	TCGA-HT-7606-01A-11R-2089-13_mirna_gdc_realn.bam	8932823de59a572981f012edf7cf361f	123825695	released
1bb695d5-0b64-4bb9-9427-dd80ecd211c2	TCGA-WY-A85D-01A-11R-A36C-13_mirna_gdc_realn.bam	a59f32e0ca89cf014ebce90d9f756ea5	266245152	released
35cd29dc-6b60-4faf-af0a-bd5b0073915d	TCGA-TM-A7C3-01A-11R-A32L-13_mirna_gdc_realn.bam	deddf8c74a5048e5ccb7b59e07d2b4da	245934109	released
76a8468b-aefb-425a-b935-f6eb6bad0a04	TCGA-HT-A5RC-01A-11R-A28I-13_mirna_gdc_realn.bam	db63e181b64d9caf95a50175e8cab95f	116291471	released
b36321c8-23cd-43b2-89bc-22743adcacb4	TCGA-FG-8189-01B-11R-A28I-13_mirna_gdc_realn.bam	c6660bf8fdd5f6620d71a859932683a4	101924370	released
461f7341-9d96-40f5-ba2b-4b30afe83e8a	TCGA-KT-A74X-01A-11R-A32L-13_mirna_gdc_realn.bam	b18f9d2e1983461d7ab1449cf49ce5f4	251622543	released
dfad00fc-022c-4c13-a209-ed331092f593	TCGA-TQ-A7RP-01A-21R-A34G-13_mirna_gdc_realn.bam	27ed892f504a53dffd8d02ad879d753e	99216109	released
fe3a69b5-3823-421d-8492-9801eb30000a	TCGA-E1-A7YM-01A-11R-A34G-13_mirna_gdc_realn.bam	56f80cdd7d1a8f2f419a1c9996321d1b	145198901	released
3986eb78-6204-4f96-ac03-083d06845864	TCGA-TM-A84T-01A-11R-A36C-13_mirna_gdc_realn.bam	49a187cc187a100e63079b80c0269290	263001380	released
507d4872-ce81-4809-b8df-f4930902d7a2	TCGA-CS-5395-01A-01R-1469-13_mirna_gdc_realn.bam	d907c3b8229fcf99f7b54fef29ba2b87	132805859	released
1d87b42d-588c-42b7-bf09-b4e295d207f6	TCGA-QH-A6CZ-01A-11R-A32L-13_mirna_gdc_realn.bam	6ee4abd3820e2e5410ad5e8013f99788	166849317	released
ad05ea85-5d51-48c5-92cc-e15872e2f466	TCGA-DU-7299-01A-21R-2026-13_mirna_gdc_realn.bam	304cad9c779dc1a19bd4913121555844	155597171	released
d1aec67c-f09b-4dff-8b4a-a42f6bed277b	TCGA-DB-A4XA-01A-11R-A26Y-13_mirna_gdc_realn.bam	7b0159f8f4dac3c3216fd678560d8ed9	159488004	released
0dfa784d-ef6c-49d5-800d-491b7ef790eb	TCGA-TM-A84F-01A-11R-A36C-13_mirna_gdc_realn.bam	4c8e6f68950f3ca47f396a84d456336b	186638460	released
ef648cff-115e-44a7-b87e-7d1e53808090	TCGA-VM-A8CB-01A-11R-A36C-13_mirna_gdc_realn.bam	3d292cf54f74e685d86eb9b6492dbbcc	146653501	released
14c4c300-e744-4bf8-90fb-39ecc408f269	TCGA-HT-8105-01A-11R-2401-13_mirna_gdc_realn.bam	95aea85466b6c2bb44af6cd7236a63f7	247761942	released
8c62462e-3cdc-4b0e-a497-d72523dd0c72	TCGA-HT-A4DV-01A-11R-A26Y-13_mirna_gdc_realn.bam	8785901922f291e11699ec1d2fec3f76	162958229	released
87c53c0a-1732-4972-8c30-c6f877d2999c	TCGA-DU-5872-01A-11R-1707-13_mirna_gdc_realn.bam	166dbece7c68bf333438ffef882cb8dc	283792011	released
8278582a-068c-45a9-be7a-8bcc9c796b96	TCGA-P5-A72Z-01A-11R-A360-13_mirna_gdc_realn.bam	09c033493f1255c0269b1eb41e3f2fc0	127481063	released
cca6c482-c106-434d-89bf-fe9a2b305c51	TCGA-KT-A7W1-01A-11R-A34G-13_mirna_gdc_realn.bam	38e044f01c61053862f69f76298ff84f	109329588	released
7f8d9fb2-3c00-4acb-af16-fcde0bdbec79	TCGA-E1-A7YJ-01A-11R-A34G-13_mirna_gdc_realn.bam	f414af29aae06dcabd2720f6ad474dbe	174858402	released
b2321814-43ff-497b-80d3-cbcc76648270	TCGA-DU-6406-01A-11R-1707-13_mirna_gdc_realn.bam	8dac146a62841df9f85235931c27e1e5	272713492	released
cdd0cbbb-ec31-4e9e-96ed-688d3e2bdf10	TCGA-HT-A614-01A-11R-A29V-13_mirna_gdc_realn.bam	9f8ace70c2668f2ed5dd2de3bc783c92	296476189	released
f8a63ea9-4791-4530-afc7-ece1b0cf9031	TCGA-E1-5311-01A-01R-1469-13_mirna_gdc_realn.bam	1d87a18b02a9eaa3121c899996b42d9e	92545235	released
df960cc2-8e12-465f-b0c7-0d1fe103a99f	TCGA-VM-A8CF-01A-11R-A36C-13_mirna_gdc_realn.bam	e47736d1ed2052ec139b8a7fe163e66b	115749256	released
54c4671f-42cb-4ace-a4a7-f183a2611885	TCGA-DB-5278-01A-01R-1469-13_mirna_gdc_realn.bam	2b0c027099990d9b2a452e4c2e0efc3e	305557064	released
7659bfd8-9b7e-4fee-91ad-0e45abdc7d42	TCGA-DU-A5TY-01A-11R-A28I-13_mirna_gdc_realn.bam	32a50750f9fdab05e29d8b0d989d8e6a	119462751	released
885333e6-dadc-4169-bf79-ab157425fa04	TCGA-S9-A7IZ-01A-11R-A34G-13_mirna_gdc_realn.bam	f14aab834ffdff957f7da651c6feb8c3	168752065	released
8727f88a-f916-4bb0-8526-6af050a3d0ea	TCGA-DU-7009-01A-11R-2026-13_mirna_gdc_realn.bam	6f769cbf44a55365c188bfb3f3bfa21b	133485248	released
3d78cfb2-c01c-459a-9aa5-850d288b9d5e	TCGA-HT-7902-01A-12R-2401-13_mirna_gdc_realn.bam	1b56866068c022200f88f9abf1b7e829	200663131	released
863ed159-b370-4770-838e-058337b7d9ca	TCGA-FG-8191-01A-11R-2255-13_mirna_gdc_realn.bam	0d27edfaba3db6bac524e00df035fd32	175857555	released
0d6bfe2f-6358-46b0-bebd-fa7ecc703945	TCGA-S9-A7J3-01A-21R-A34O-13_mirna_gdc_realn.bam	049463765a5e4e845dbfc2897b8d0ca1	199757255	released
892eac8c-0de2-4b17-b87e-25aa2a708fc0	TCGA-S9-A6TV-01A-12R-A34O-13_mirna_gdc_realn.bam	43c4771d58079e8999de70e074bb82c6	292745454	released
38622f56-329c-4f83-a430-435dcfee1f15	TCGA-HT-A5RB-01A-11R-A28I-13_mirna_gdc_realn.bam	0f96a176b16a918109ca8d8a46b16406	179609790	released
fa60066f-9acf-4de3-84f1-a8b47a2fd556	TCGA-DU-A7T8-01A-21R-A34O-13_mirna_gdc_realn.bam	7b3ece9b840ffff75b7a94e764cab442	185695244	released
1f5a31c8-225a-4b0b-b7da-54d92d3572a5	TCGA-P5-A5F1-01A-11R-A28I-13_mirna_gdc_realn.bam	a1de0ab92f1ca847c6f313dcaf7cd1dc	140673770	released
2a111601-b8ce-4d5f-9ecd-b78b577e9aec	TCGA-HW-A5KL-01A-11R-A27U-13_mirna_gdc_realn.bam	2a65dceef6c93bf2d4ce8ebda2260893	214501365	released
dfb79ef9-9e74-43d6-aff7-113d63c65f51	TCGA-S9-A6WP-01A-12R-A34G-13_mirna_gdc_realn.bam	e4061e13ced3be9afec231dcbc3e63d5	207138562	released
47325011-6bde-424f-a847-883ef03004ed	TCGA-DH-5144-01A-01R-1469-13_mirna_gdc_realn.bam	51e2c7c7778842f44ed7fcdfc61f9de4	490496120	released
f06175d0-917d-419d-88ea-5d461c717ad1	TCGA-HT-8114-01A-11R-2401-13_mirna_gdc_realn.bam	2f4a7cb705336475f62c8c66858676bf	155279556	released
e88e41d4-7582-462f-92d1-8753e86c78a0	TCGA-WY-A85A-01A-21R-A36C-13_mirna_gdc_realn.bam	9de32be2d5549fa9fd8888c7b2290095	231162253	released
09da9684-9c15-4761-9881-578c86f5ff4f	TCGA-S9-A6WI-01A-21R-A342-13_mirna_gdc_realn.bam	bc6327486b5169e9be6257be5accfa02	103830010	released
c4654a2c-90dd-447c-b267-c11bc92a28e1	TCGA-DB-5274-01A-01R-1469-13_mirna_gdc_realn.bam	85c46099df644a0f405b0df75d516bdb	168840408	released
a6bda188-c922-48c9-a3e2-16077948e4f6	TCGA-S9-A6WH-01A-12R-A342-13_mirna_gdc_realn.bam	da949d5327bdee687a62346416c73223	174688553	released
b9125bf6-8240-47df-a8d5-a4f44ad3ba60	TCGA-DB-A75O-01A-11R-A360-13_mirna_gdc_realn.bam	3b4cff4bff653893a61c56db46d2c470	308283205	released
f0c3b7f2-100f-470e-abb1-36f03f972126	TCGA-HT-7611-01A-11R-2401-13_mirna_gdc_realn.bam	b76843e7a58c524dd2f36fa75e5d4144	308403941	released
2a9cd0e8-8e4f-4c6c-bd08-29ddb51a8b08	TCGA-HT-7620-01A-11R-2255-13_mirna_gdc_realn.bam	2827e8927049b67377764b724c919ecf	168551468	released
663ec339-7281-4070-b350-380ec494c905	TCGA-HW-A5KM-01A-11R-A27U-13_mirna_gdc_realn.bam	751f72d333f5d087435198340d950b4e	219740767	released
40141d44-68ae-4273-8215-df0134abf98e	TCGA-FG-7641-01B-11R-2255-13_mirna_gdc_realn.bam	2100c24e0057e169ab03ec261fcd3c21	195169408	released
6559f3a2-112f-4219-822b-2fd01064fe4d	TCGA-FG-8188-01A-11R-2255-13_mirna_gdc_realn.bam	10141ca2dd641f59b63089da19f2aef2	133578103	released
7a98491f-ef15-46b9-a44e-4db0bd9581c5	TCGA-VV-A829-01A-21R-A36C-13_mirna_gdc_realn.bam	61942b7aecb8b93cccec3c7716ad3b62	261385009	released
b8b8f6ee-ab4b-45f1-bc4e-7befa0e68062	TCGA-HT-8010-01A-11R-2401-13_mirna_gdc_realn.bam	767edb5045dbb9ddf0ba962062ef1315	151044125	released
430e2ad7-6994-4e95-bee9-c7bc6080364c	TCGA-DU-8165-01A-11R-2255-13_mirna_gdc_realn.bam	f6b5eaf1ac0e67dfde42d5b2fff387f7	141760746	released
1d108a49-9f58-41b0-8cca-eb21dababf39	TCGA-TQ-A8XE-01A-11R-A36C-13_mirna_gdc_realn.bam	fc594e9a3bd4a353cc81063bad6cfafa	245154738	released
2c361688-1c42-4f32-b84a-fcf92831a0c9	TCGA-DU-6408-01A-11R-1707-13_mirna_gdc_realn.bam	e9c4b9fe4a79c031ca13b778c8287544	168461972	released
f09b9eae-c043-448e-8b57-45a50c74fa26	TCGA-RY-A83Z-01A-11R-A36C-13_mirna_gdc_realn.bam	c7ffa756af3a0e44a384ef7a039b43b7	361773447	released
236de45f-07cb-40f3-9448-eef817da859f	TCGA-DU-7292-01A-11R-2026-13_mirna_gdc_realn.bam	4950587c8a450b7439fc34b6c1cebde0	170908777	released
6cb73906-973e-4be0-9778-5d97582ff882	TCGA-S9-A6WQ-01A-12R-A34G-13_mirna_gdc_realn.bam	f83d6f5cccedc0470e0134d9c3993a12	164987040	released
26298ce8-8608-46b8-b787-234d610517db	TCGA-DU-6396-01A-11R-1707-13_mirna_gdc_realn.bam	ef202b6ba6dbbebc3f4e27e0be768f68	304211606	released
6902714d-9334-49e0-9f69-2088cd61cdbf	TCGA-DU-6402-01A-11R-1707-13_mirna_gdc_realn.bam	72e5bfb7f1b4ffce05db129807e95038	118116837	released
85c7f976-4a16-418a-bc2c-1e4ea02750a5	TCGA-DB-5281-01A-01R-1469-13_mirna_gdc_realn.bam	121fe47ea261153b488c68843b0ee7b3	84030838	released
1674dbd6-5dda-49e2-ab66-7c2dcee8689b	TCGA-DB-A4XE-01A-11R-A27U-13_mirna_gdc_realn.bam	4040e263e2f6cba4626502e41b17fda6	180145362	released
63387e1d-6e50-4e53-8b87-a3f4272bacd4	TCGA-RY-A83Y-01A-11R-A36C-13_mirna_gdc_realn.bam	e4fc285fefe292aeacb5258053f7a12d	273040321	released
0636bd02-9406-4ed3-b482-e87d10fe24b2	TCGA-DB-A64V-01A-11R-A29V-13_mirna_gdc_realn.bam	efee94e9af52be5d738b01a85860a13a	188612243	released
d32582e6-4878-4b38-bb23-4491f7d66875	TCGA-DU-6400-01A-12R-1707-13_mirna_gdc_realn.bam	a4d1620eb93a743263510532599077a7	312405725	released
cb4df70f-6d48-46a0-9384-43d5db6685db	TCGA-DU-6393-01A-11R-1707-13_mirna_gdc_realn.bam	19752eec48de5051f9b9e41e543ed005	339684869	released
2a26f4f1-8d56-4a1b-8a1b-26dfe4e1ab64	TCGA-S9-A7J2-01A-11R-A34G-13_mirna_gdc_realn.bam	318b2db63d27551e2527230eedd66f61	265115764	released
0e498f94-4567-4868-b368-4cba5cc57d30	TCGA-P5-A5EU-01A-11R-A27U-13_mirna_gdc_realn.bam	70682a8eb7b10f1619d088418867200c	143363855	released
ce1634ee-87cc-4438-87ad-97f053d7eb9d	TCGA-DU-7019-01A-11R-2026-13_mirna_gdc_realn.bam	bb229eac2f319b22e9930e87f75096ae	119209369	released
0c65c1ad-de91-48ce-a740-adbb00c3956d	TCGA-P5-A737-01A-11R-A360-13_mirna_gdc_realn.bam	1d8ad32141f9d24bb78da4a83e4d0e5c	264574303	released
5e87cd9a-27ac-41e0-9944-ff284732e6fe	TCGA-DB-A4XD-01A-11R-A27U-13_mirna_gdc_realn.bam	2850c2e71223a7680cf8e049a7390620	210479824	released
7b70d747-209c-4345-b158-5f75133d845a	TCGA-DU-A5TU-01A-11R-A28I-13_mirna_gdc_realn.bam	35a084189456f81c9b08252eee5cbcd5	207146642	released
b39f79f5-5bb0-4999-a983-f9913f35511c	TCGA-DU-5874-01A-11R-1707-13_mirna_gdc_realn.bam	3822d048b12d6b95260452928a87ae80	414272455	released
5150e1a4-f6c3-44ec-8953-61e95c7a6309	TCGA-DU-A6S3-01A-12R-A32L-13_mirna_gdc_realn.bam	33acecab0aeedb0063560b843124aa02	496749124	released
59fdcbff-f04c-450b-ac85-afdf3b994d08	TCGA-R8-A6MO-01A-11R-A342-13_mirna_gdc_realn.bam	9f8eea71bf5104a7318535b00f49a6d4	126414338	released
2b06952d-6596-4657-adbb-1c64e444d771	TCGA-P5-A5EX-01A-12R-A28I-13_mirna_gdc_realn.bam	68feddc3450ec06cff114e8762956419	206283524	released
33527964-eb60-4c78-b1b0-a3d8726bdfba	TCGA-RY-A843-01A-11R-A36C-13_mirna_gdc_realn.bam	42765b8864e5653d6df00e6f962549be	174503831	released
317fbdc0-ec6c-42af-95ff-a8b6c2e888b1	TCGA-FG-7638-01B-12R-2089-13_mirna_gdc_realn.bam	080c8000d9df9eb9a054901a31656845	124281553	released
156dc18f-a5b4-435a-8556-e44a42773331	TCGA-FG-A711-01A-21R-A342-13_mirna_gdc_realn.bam	623befbf517b8551af6842c813740d19	216607310	released
6dc91b68-12e4-4251-a884-e40c746d3fd6	TCGA-DU-7006-01A-11R-2026-13_mirna_gdc_realn.bam	e3e4615bd150e5a4bf42f0683afe9bc6	209844105	released
a6aa40e8-c2ad-4493-9fd6-6f70dc26ab50	TCGA-TM-A84R-01A-21R-A36C-13_mirna_gdc_realn.bam	2467355316d70c6ae5d26cbb5d1475a2	134555467	released
112ed425-d5df-4aa5-9c1d-2901befb0be6	TCGA-WY-A85E-01A-11R-A36C-13_mirna_gdc_realn.bam	4759ecd3b9fd1cd878d40c5381664a49	196937503	released
e0c5ed07-8dfc-4d55-a7f1-1442ac4cf22d	TCGA-E1-A7YV-01A-11R-A34O-13_mirna_gdc_realn.bam	c48e5f9a9637b9a011a8134db0baca3a	246979211	released
d984e7ff-e3d6-42c6-b111-c04014fba0b7	TCGA-HT-7607-01A-11R-2089-13_mirna_gdc_realn.bam	fa87773f68da9375cf71c92321e29fa5	146884560	released
05ab843d-b43e-4b6e-b360-daa6ca2f077b	TCGA-HT-7476-01A-11R-2026-13_mirna_gdc_realn.bam	e6fb39f150eeca6af66c4491a0f11859	238757919	released
