miRNA name	pos:mut	SOD1_ALS-iPSC-miRNA-MN_1_trim	SOD1_ALS-iPSC-miRNA-MN_2_trim	SOD1_ALS-iPSC-miRNA-MN_1_trim (PM+1MM+2MM)	SOD1_ALS-iPSC-miRNA-MN_2_trim (PM+1MM+2MM)
hsa-let-7f-5p	20:GA	3.0	0.0	141016.0	40624.0
hsa-let-7f-5p	20:GC	2.0	0.0	141016.0	40624.0
hsa-let-7f-5p	20:GT	5.0	3.0	141016.0	40624.0
hsa-let-7g-5p	11:GC	3.0	1.0	86248.0	21730.0
hsa-let-7g-5p	11:GT	4.0	0.0	86248.0	21730.0
hsa-let-7g-5p	15:GA	6.0	1.0	86248.0	21730.0
hsa-let-7g-5p	15:GT	5.0	0.0	86248.0	21730.0
hsa-let-7g-5p	20:GA	2.0	0.0	86248.0	21730.0
hsa-let-7g-5p	20:GC	2.0	1.0	86248.0	21730.0
hsa-let-7g-5p	20:GT	2.0	0.0	86248.0	21730.0
hsa-let-7i-5p	11:GT	3.0	2.0	44964.0	20762.0
hsa-let-7i-5p	15:GA	3.0	0.0	44964.0	20762.0
hsa-let-7i-5p	15:GT	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	17:GC	0.0	1.0	44964.0	20762.0
hsa-let-7i-5p	20:GA	1.0	3.0	44964.0	20762.0
hsa-let-7i-5p	20:GC	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	20:GT	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	10:AG,11:GT	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	13:TC,20:GA	0.0	1.0	44964.0	20762.0
hsa-miR-100-3p	22:GA	0.0	2.0	614.0	136.0
hsa-miR-100-3p	22:GT	1.0	1.0	614.0	136.0
hsa-miR-100-5p	9:GA	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	9:GT	2.0	1.0	79476.0	37836.0
hsa-miR-100-5p	14:GA	9.0	4.0	79476.0	37836.0
hsa-miR-100-5p	14:GC	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	14:GT	5.0	2.0	79476.0	37836.0
hsa-miR-100-5p	20:GA	3.0	1.0	79476.0	37836.0
hsa-miR-100-5p	20:GT	5.0	3.0	79476.0	37836.0
hsa-miR-100-5p	22:GA	156.0	70.0	79476.0	37836.0
hsa-miR-100-5p	22:GC	1.0	1.0	79476.0	37836.0
hsa-miR-100-5p	22:GT	18.0	11.0	79476.0	37836.0
hsa-miR-100-5p	13:CT,22:GA	0.0	2.0	79476.0	37836.0
hsa-miR-101-3p	10:GA	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	12:GA	0.0	2.0	33847.0	11345.0
hsa-miR-101-3p	12:GC	1.0	1.0	33847.0	11345.0
hsa-miR-101-3p	19:GA	5.0	2.0	33847.0	11345.0
hsa-miR-101-3p	19:GT	5.0	0.0	33847.0	11345.0
hsa-miR-101-3p	12:GT,19:GT	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	18:TG,19:GA	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	19:GA,20:AG	1.0	0.0	33847.0	11345.0
hsa-miR-10395-3p	3:GT	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	9:GA	1.0	0.0	2309.0	922.0
hsa-miR-10395-5p	7:GA	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	7:GT	0.0	2.0	1270.0	4111.0
hsa-miR-10395-5p	11:GA	0.0	1.0	1270.0	4111.0
hsa-miR-10397-5p	21:GA,22:GA	6.0	0.0	6.0	1.0
hsa-miR-103a-2-5p	23:GT	1.0	1.0	85.0	52.0
hsa-miR-103a-2-5p	16:CT,23:GT	1.0	0.0	85.0	52.0
hsa-miR-103a-3p	10:GA	15.0	4.0	314188.0	133339.0
hsa-miR-103a-3p	10:GC	4.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	10:GT	16.0	4.0	314188.0	133339.0
hsa-miR-103a-3p	15:GA	14.0	8.0	314188.0	133339.0
hsa-miR-103a-3p	15:GC	1.0	3.0	314188.0	133339.0
hsa-miR-103a-3p	15:GT	15.0	12.0	314188.0	133339.0
hsa-miR-103a-3p	16:GA	3.0	7.0	314188.0	133339.0
hsa-miR-103a-3p	16:GC	2.0	2.0	314188.0	133339.0
hsa-miR-103a-3p	16:GT	6.0	2.0	314188.0	133339.0
hsa-miR-103a-3p	17:GA	22.0	5.0	314188.0	133339.0
hsa-miR-103a-3p	17:GC	15.0	7.0	314188.0	133339.0
hsa-miR-103a-3p	17:GT	13.0	4.0	314188.0	133339.0
hsa-miR-103a-3p	9:TA,17:GA	1.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	10:GA,20:AT	1.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	10:GA,23:AT	2.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	10:GC,23:AT	2.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	10:GT,23:AC	0.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	10:GT,23:AT	2.0	3.0	314188.0	133339.0
hsa-miR-103a-3p	15:GA,23:AT	4.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	15:GC,23:AT	5.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	15:GT,23:AC	1.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	15:GT,23:AT	8.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	16:GA,23:AT	4.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	16:GT,23:AC	1.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	16:GT,23:AT	2.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	17:GA,23:AT	5.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	17:GC,23:AT	8.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	17:GT,23:AC	1.0	0.0	314188.0	133339.0
hsa-miR-103a-3p	17:GT,23:AT	5.0	0.0	314188.0	133339.0
hsa-miR-10401-3p	21:GA	1.0	0.0	21.0	8.0
hsa-miR-105-5p	22:GT,23:TA	1.0	0.0	934.0	63.0
hsa-miR-106a-5p	23:GA	4.0	5.0	443.0	212.0
hsa-miR-106a-5p	23:GT	46.0	27.0	443.0	212.0
hsa-miR-106a-5p	22:AG,23:GT	1.0	0.0	443.0	212.0
hsa-miR-106a-5p	22:AT,23:GA	1.0	0.0	443.0	212.0
hsa-miR-106a-5p	22:AT,23:GT	2.0	0.0	443.0	212.0
hsa-miR-106b-3p	12:GT	1.0	0.0	1564.0	566.0
hsa-miR-106b-5p	10:GA	0.0	1.0	17777.0	6595.0
hsa-miR-106b-5p	10:GT	1.0	0.0	17777.0	6595.0
hsa-miR-106b-5p	14:GA	1.0	1.0	17777.0	6595.0
hsa-miR-106b-5p	16:GA	2.0	0.0	17777.0	6595.0
hsa-miR-106b-5p	16:GT	1.0	0.0	17777.0	6595.0
hsa-miR-106b-5p	19:GT	1.0	1.0	17777.0	6595.0
hsa-miR-106b-5p	10:GT,20:AG	2.0	0.0	17777.0	6595.0
hsa-miR-106b-5p	19:GA,20:AC	1.0	0.0	17777.0	6595.0
hsa-miR-106b-5p	19:GA,21:TA	0.0	1.0	17777.0	6595.0
hsa-miR-107	15:GT	1.0	0.0	18658.0	8264.0
hsa-miR-107	17:GA	0.0	2.0	18658.0	8264.0
hsa-miR-107	10:GA,23:AT	0.0	2.0	18658.0	8264.0
hsa-miR-107	10:GC,23:AT	0.0	1.0	18658.0	8264.0
hsa-miR-107	10:GT,23:AT	1.0	0.0	18658.0	8264.0
hsa-miR-107	15:GA,23:AT	0.0	1.0	18658.0	8264.0
hsa-miR-107	15:GC,23:AT	0.0	1.0	18658.0	8264.0
hsa-miR-107	15:GT,23:AT	3.0	2.0	18658.0	8264.0
hsa-miR-107	16:GA,23:AT	1.0	0.0	18658.0	8264.0
hsa-miR-107	16:GT,23:AT	0.0	1.0	18658.0	8264.0
hsa-miR-107	17:GA,23:AT	2.0	0.0	18658.0	8264.0
hsa-miR-10a-5p	10:GA	0.0	4.0	180307.0	486812.0
hsa-miR-10a-5p	10:GC	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	10:GT	6.0	13.0	180307.0	486812.0
hsa-miR-10a-5p	15:GA	11.0	26.0	180307.0	486812.0
hsa-miR-10a-5p	15:GC	7.0	10.0	180307.0	486812.0
hsa-miR-10a-5p	15:GT	16.0	24.0	180307.0	486812.0
hsa-miR-10a-5p	21:GA	6.0	8.0	180307.0	486812.0
hsa-miR-10a-5p	21:GC	2.0	10.0	180307.0	486812.0
hsa-miR-10a-5p	21:GT	8.0	25.0	180307.0	486812.0
hsa-miR-10a-5p	23:GA	5198.0	12045.0	180307.0	486812.0
hsa-miR-10a-5p	23:GC	17.0	43.0	180307.0	486812.0
hsa-miR-10a-5p	23:GT	2730.0	5199.0	180307.0	486812.0
hsa-miR-10a-5p	9:AG,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	9:AT,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	9:AT,23:GT	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	10:GT,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	11:AG,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	11:AT,21:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	11:AT,23:GA	0.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	11:AT,23:GC	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	11:AT,23:GT	1.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	13:CT,23:GA	0.0	4.0	180307.0	486812.0
hsa-miR-10a-5p	13:CT,23:GT	2.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	14:CT,23:GA	2.0	6.0	180307.0	486812.0
hsa-miR-10a-5p	14:CT,23:GT	1.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	15:GA,22:TC	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	15:GA,23:GA	1.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	15:GA,23:GT	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	15:GT,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	15:GT,23:GT	1.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	16:AC,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	16:AG,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	16:AG,23:GT	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	17:AC,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	17:AT,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	18:TA,23:GA	6.0	14.0	180307.0	486812.0
hsa-miR-10a-5p	18:TA,23:GT	3.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	19:TA,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	19:TC,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	20:TG,21:GT	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	21:GA,23:GA	1.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	21:GA,23:GT	2.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	21:GC,23:GA	0.0	1.0	180307.0	486812.0
hsa-miR-10a-5p	21:GT,22:TG	5.0	9.0	180307.0	486812.0
hsa-miR-10a-5p	21:GT,23:GA	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	21:GT,23:GT	1.0	0.0	180307.0	486812.0
hsa-miR-10a-5p	22:TA,23:GA	42.0	68.0	180307.0	486812.0
hsa-miR-10a-5p	22:TA,23:GT	4.0	3.0	180307.0	486812.0
hsa-miR-10a-5p	22:TC,23:GA	0.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	22:TG,23:GA	1.0	2.0	180307.0	486812.0
hsa-miR-10a-5p	22:TG,23:GC	0.0	1.0	180307.0	486812.0
hsa-miR-10b-5p	10:GT	2.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	15:GA	1.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	15:GC	0.0	3.0	8962.0	43063.0
hsa-miR-10b-5p	15:GT	1.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	21:GA	0.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	21:GT	0.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	23:GA	313.0	1549.0	8962.0	43063.0
hsa-miR-10b-5p	23:GC	1.0	8.0	8962.0	43063.0
hsa-miR-10b-5p	23:GT	203.0	947.0	8962.0	43063.0
hsa-miR-10b-5p	10:GT,23:GT	0.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	15:GT,23:GA	0.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	17:AT,23:GT	0.0	1.0	8962.0	43063.0
hsa-miR-10b-5p	18:TA,23:GA	1.0	0.0	8962.0	43063.0
hsa-miR-10b-5p	22:TA,23:GA	2.0	5.0	8962.0	43063.0
hsa-miR-11181-3p	12:GA,13:TC	0.0	1.0	0.0	2.0
hsa-miR-11181-3p	14:CT,17:GC	0.0	1.0	0.0	2.0
hsa-miR-1179	17:GA	0.0	1.0	2474.0	854.0
hsa-miR-1179	21:GA	64.0	22.0	2474.0	854.0
hsa-miR-1179	21:GT	375.0	132.0	2474.0	854.0
hsa-miR-1179	12:CA,21:GT	0.0	1.0	2474.0	854.0
hsa-miR-1179	15:TA,21:GT	1.0	0.0	2474.0	854.0
hsa-miR-1180-3p	11:GA	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	13:GA	2.0	1.0	8506.0	1694.0
hsa-miR-1180-3p	16:GA	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	16:GC	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	16:GT	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	19:GC	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	19:GT	0.0	1.0	8506.0	1694.0
hsa-miR-1180-3p	21:GA	1.0	2.0	8506.0	1694.0
hsa-miR-1180-3p	21:GT	13.0	7.0	8506.0	1694.0
hsa-miR-1180-3p	16:GT,22:TG	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	17:GA,22:TG	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	19:GA,20:TA	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	21:GA,22:TA	9.0	3.0	8506.0	1694.0
hsa-miR-1180-3p	21:GA,22:TG	4.0	3.0	8506.0	1694.0
hsa-miR-1180-3p	21:GC,22:TA	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	21:GC,22:TC	1.0	0.0	8506.0	1694.0
hsa-miR-1180-3p	21:GT,22:TA	5.0	2.0	8506.0	1694.0
hsa-miR-1180-3p	21:GT,22:TC	0.0	1.0	8506.0	1694.0
hsa-miR-12135	9:TC,10:GT	1.0	0.0	8301.0	96.0
hsa-miR-12136	12:GA	0.0	1.0	1488.0	6487.0
hsa-miR-12136	13:GA	0.0	1.0	1488.0	6487.0
hsa-miR-12136	13:GT	1.0	0.0	1488.0	6487.0
hsa-miR-1224-5p	19:GA	0.0	1.0	57.0	46.0
hsa-miR-1224-5p	19:GT	0.0	1.0	57.0	46.0
hsa-miR-1226-3p	14:GA	1.0	0.0	1467.0	846.0
hsa-miR-1226-3p	22:GA	9.0	7.0	1467.0	846.0
hsa-miR-1226-3p	22:GC	1.0	1.0	1467.0	846.0
hsa-miR-1226-3p	22:GT	59.0	28.0	1467.0	846.0
hsa-miR-1226-3p	21:AT,22:GA	0.0	1.0	1467.0	846.0
hsa-miR-1226-3p	21:AT,22:GT	2.0	2.0	1467.0	846.0
hsa-miR-1227-3p	20:GA	1.0	0.0	188.0	97.0
hsa-miR-1229-3p	23:GC	1.0	0.0	76.0	18.0
hsa-miR-1229-3p	23:GT	1.0	1.0	76.0	18.0
hsa-miR-1233-3p	20:GA	2.0	0.0	36.0	8.0
hsa-miR-1233-3p	20:GT	0.0	1.0	36.0	8.0
hsa-miR-124-3p	9:GA	1.0	0.0	20547.0	11626.0
hsa-miR-124-3p	9:GC	1.0	0.0	20547.0	11626.0
hsa-miR-124-3p	9:GT	1.0	0.0	20547.0	11626.0
hsa-miR-124-3p	11:GC	2.0	0.0	20547.0	11626.0
hsa-miR-124-3p	11:GT	2.0	0.0	20547.0	11626.0
hsa-miR-124-3p	12:GA	1.0	1.0	20547.0	11626.0
hsa-miR-124-3p	12:GC	1.0	1.0	20547.0	11626.0
hsa-miR-124-3p	14:GA	1.0	0.0	20547.0	11626.0
hsa-miR-124-3p	14:GC	0.0	1.0	20547.0	11626.0
hsa-miR-124-3p	18:GA	2.0	0.0	20547.0	11626.0
hsa-miR-124-3p	18:GT	2.0	0.0	20547.0	11626.0
hsa-miR-124-3p	12:GT,22:AT	1.0	0.0	20547.0	11626.0
hsa-miR-124-3p	14:GA,22:AT	1.0	0.0	20547.0	11626.0
hsa-miR-1243	22:GA	1.0	0.0	10.0	7.0
hsa-miR-1243	22:GT	1.0	2.0	10.0	7.0
hsa-miR-1246	12:GA	0.0	1.0	5990.0	15172.0
hsa-miR-1246	12:GC	0.0	1.0	5990.0	15172.0
hsa-miR-1246	12:GT	1.0	0.0	5990.0	15172.0
hsa-miR-1246	13:GA	0.0	3.0	5990.0	15172.0
hsa-miR-1246	13:GT	1.0	0.0	5990.0	15172.0
hsa-miR-1246	18:GA	0.0	1.0	5990.0	15172.0
hsa-miR-1246	18:GC	1.0	0.0	5990.0	15172.0
hsa-miR-1246	18:GT	0.0	1.0	5990.0	15172.0
hsa-miR-1246	19:GC	0.0	1.0	5990.0	15172.0
hsa-miR-1246	19:GT	1.0	0.0	5990.0	15172.0
hsa-miR-1246	15:GA,16:CT	2.0	1.0	5990.0	15172.0
hsa-miR-1247-5p	21:GA	0.0	1.0	4743.0	936.0
hsa-miR-1247-5p	20:GA,21:GA	1.0	0.0	4743.0	936.0
hsa-miR-1247-5p	21:GT,22:AT	0.0	1.0	4743.0	936.0
hsa-miR-1251-5p	10:GA	4.0	2.0	14882.0	5200.0
hsa-miR-1251-5p	10:GC	1.0	0.0	14882.0	5200.0
hsa-miR-1251-5p	16:GA	1.0	0.0	14882.0	5200.0
hsa-miR-1251-5p	16:GT	1.0	0.0	14882.0	5200.0
hsa-miR-1251-5p	17:GA	0.0	1.0	14882.0	5200.0
hsa-miR-1251-5p	19:GA	1.0	0.0	14882.0	5200.0
hsa-miR-1251-5p	19:GT	1.0	1.0	14882.0	5200.0
hsa-miR-125a-5p	21:GA	11.0	1.0	175252.0	67337.0
hsa-miR-125a-5p	21:GC	0.0	1.0	175252.0	67337.0
hsa-miR-125a-5p	21:GT	4.0	1.0	175252.0	67337.0
hsa-miR-125a-5p	23:GA	61.0	25.0	175252.0	67337.0
hsa-miR-125a-5p	23:GC	3.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	23:GT	12.0	2.0	175252.0	67337.0
hsa-miR-125a-5p	20:TC,21:GC	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	21:GA,24:AG	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	21:GC,24:AT	2.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	21:GT,22:TG	2.0	1.0	175252.0	67337.0
hsa-miR-125a-5p	21:GT,24:AG	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	22:TA,23:GA	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	23:GA,24:AC	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	23:GA,24:AG	5.0	2.0	175252.0	67337.0
hsa-miR-125a-5p	23:GA,24:AT	17.0	4.0	175252.0	67337.0
hsa-miR-125a-5p	23:GC,24:AC	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	23:GC,24:AT	1.0	0.0	175252.0	67337.0
hsa-miR-125a-5p	23:GT,24:AG	43.0	24.0	175252.0	67337.0
hsa-miR-125a-5p	23:GT,24:AT	18.0	0.0	175252.0	67337.0
hsa-miR-125b-1-3p	16:GC	1.0	0.0	5244.0	1799.0
hsa-miR-125b-1-3p	17:GA	0.0	1.0	5244.0	1799.0
hsa-miR-125b-1-3p	18:GA	1.0	1.0	5244.0	1799.0
hsa-miR-125b-1-3p	20:GT,21:CT	2.0	0.0	5244.0	1799.0
hsa-miR-125b-2-3p	11:GT	0.0	1.0	3926.0	1523.0
hsa-miR-125b-2-3p	19:GA	1.0	0.0	3926.0	1523.0
hsa-miR-125b-2-3p	19:GC	0.0	1.0	3926.0	1523.0
hsa-miR-125b-2-3p	20:GA	1.0	0.0	3926.0	1523.0
hsa-miR-125b-5p	19:GA	12.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	19:GC	4.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	19:GT	5.0	5.0	292193.0	139341.0
hsa-miR-125b-5p	21:GA	28.0	18.0	292193.0	139341.0
hsa-miR-125b-5p	21:GC	1.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	21:GT	12.0	8.0	292193.0	139341.0
hsa-miR-125b-5p	9:AT,21:GT	0.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	13:TA,21:GA	0.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	18:TC,19:GC	0.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	19:GA,22:AG	1.0	0.0	292193.0	139341.0
hsa-miR-125b-5p	19:GT,20:TG	0.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	19:GT,21:GT	1.0	0.0	292193.0	139341.0
hsa-miR-125b-5p	21:GA,22:AC	1.0	0.0	292193.0	139341.0
hsa-miR-125b-5p	21:GA,22:AG	3.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	21:GA,22:AT	0.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	21:GC,22:AG	1.0	0.0	292193.0	139341.0
hsa-miR-125b-5p	21:GT,22:AC	1.0	0.0	292193.0	139341.0
hsa-miR-125b-5p	21:GT,22:AG	3.0	1.0	292193.0	139341.0
hsa-miR-125b-5p	21:GT,22:AT	0.0	2.0	292193.0	139341.0
hsa-miR-126-3p	22:GA	3.0	0.0	232.0	107.0
hsa-miR-126-3p	22:GC	1.0	0.0	232.0	107.0
hsa-miR-126-3p	22:GT	1.0	1.0	232.0	107.0
hsa-miR-126-5p	21:GA	3.0	1.0	1697.0	674.0
hsa-miR-126-5p	21:GT	1.0	0.0	1697.0	674.0
hsa-miR-1260a	9:TG,12:GT	1.0	0.0	8455.0	655.0
hsa-miR-1268a	2:GA,17:GC	1.0	0.0	30.0	5.0
hsa-miR-1268a	13:TC,17:GC	1.0	1.0	30.0	5.0
hsa-miR-1268a	13:TC,17:GT	1.0	1.0	30.0	5.0
hsa-miR-1268a	15:GC,16:GA	0.0	1.0	30.0	5.0
hsa-miR-1269a	10:GA	1.0	1.0	49526.0	10670.0
hsa-miR-1269a	10:GT	0.0	1.0	49526.0	10670.0
hsa-miR-1269a	15:GA	2.0	0.0	49526.0	10670.0
hsa-miR-1269a	15:GC	4.0	0.0	49526.0	10670.0
hsa-miR-1269a	15:GT	5.0	0.0	49526.0	10670.0
hsa-miR-1269a	21:GA	95.0	8.0	49526.0	10670.0
hsa-miR-1269a	21:GC	2.0	0.0	49526.0	10670.0
hsa-miR-1269a	21:GT	12.0	4.0	49526.0	10670.0
hsa-miR-1269a	22:GA	6885.0	1168.0	49526.0	10670.0
hsa-miR-1269a	22:GC	78.0	11.0	49526.0	10670.0
hsa-miR-1269a	22:GT	5063.0	1054.0	49526.0	10670.0
hsa-miR-1269a	10:GA,22:GA	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	10:GT,22:GT	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	11:CT,22:GA	4.0	0.0	49526.0	10670.0
hsa-miR-1269a	11:CT,22:GT	3.0	0.0	49526.0	10670.0
hsa-miR-1269a	12:CT,22:GT	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	14:TC,22:GT	2.0	0.0	49526.0	10670.0
hsa-miR-1269a	14:TG,22:GA	1.0	0.0	49526.0	10670.0
hsa-miR-1269a	15:GA,22:GA	1.0	0.0	49526.0	10670.0
