miRNA name	pos:mut	SOD1_ALS-iPSC-miRNA-MN_1_trim	SOD1_ALS-iPSC-miRNA-MN_2_trim	SOD1_ALS-iPSC-miRNA-MN_1_trim (PM+1MM+2MM)	SOD1_ALS-iPSC-miRNA-MN_2_trim (PM+1MM+2MM)
hsa-let-7c-5p	11:GT	2.0	3.0	323587.0	117101.0
hsa-let-7c-5p	12:GC	4.0	0.0	323587.0	117101.0
hsa-let-7c-5p	12:GT	11.0	2.0	323587.0	117101.0
hsa-let-7c-5p	13:TC	16.0	6.0	323587.0	117101.0
hsa-let-7c-5p	13:TG	2.0	3.0	323587.0	117101.0
hsa-let-7c-5p	14:TA	9.0	3.0	323587.0	117101.0
hsa-let-7c-5p	14:TC	23.0	3.0	323587.0	117101.0
hsa-let-7c-5p	14:TG	10.0	1.0	323587.0	117101.0
hsa-let-7c-5p	15:GA	19.0	3.0	323587.0	117101.0
hsa-let-7c-5p	15:GC	11.0	6.0	323587.0	117101.0
hsa-let-7c-5p	15:GT	21.0	10.0	323587.0	117101.0
hsa-let-7c-5p	16:TA	2.0	0.0	323587.0	117101.0
hsa-let-7c-5p	16:TC	13.0	5.0	323587.0	117101.0
hsa-let-7c-5p	16:TG	0.0	1.0	323587.0	117101.0
hsa-let-7c-5p	18:TA	9.0	3.0	323587.0	117101.0
hsa-let-7c-5p	18:TC	10.0	5.0	323587.0	117101.0
hsa-let-7c-5p	18:TG	3.0	1.0	323587.0	117101.0
hsa-let-7c-5p	20:GA	15.0	4.0	323587.0	117101.0
hsa-let-7c-5p	20:GC	6.0	1.0	323587.0	117101.0
hsa-let-7c-5p	20:GT	16.0	8.0	323587.0	117101.0
hsa-let-7c-5p	21:TA	8.0	6.0	323587.0	117101.0
hsa-let-7c-5p	21:TC	22.0	2.0	323587.0	117101.0
hsa-let-7c-5p	21:TG	74.0	23.0	323587.0	117101.0
hsa-let-7c-5p	22:TA	1310.0	543.0	323587.0	117101.0
hsa-let-7c-5p	22:TC	28.0	15.0	323587.0	117101.0
hsa-let-7c-5p	22:TG	103.0	40.0	323587.0	117101.0
hsa-let-7c-5p	13:TC,22:TA	1.0	0.0	323587.0	117101.0
hsa-let-7c-5p	14:TC,18:TC	1.0	0.0	323587.0	117101.0
hsa-let-7c-5p	14:TC,22:TA	0.0	1.0	323587.0	117101.0
hsa-let-7c-5p	20:GA,22:TA	1.0	0.0	323587.0	117101.0
hsa-let-7c-5p	21:TA,22:TA	16.0	9.0	323587.0	117101.0
hsa-let-7c-5p	21:TA,22:TC	1.0	0.0	323587.0	117101.0
hsa-let-7c-5p	21:TA,22:TG	1.0	3.0	323587.0	117101.0
hsa-let-7c-5p	21:TG,22:TG	1.0	2.0	323587.0	117101.0
hsa-let-7d-3p	PM	916.0	473.0	936.0	490.0
hsa-let-7d-3p	21:CT	1.0	0.0	936.0	490.0
hsa-let-7d-3p	22:TA	12.0	7.0	936.0	490.0
hsa-let-7d-3p	22:TC	6.0	8.0	936.0	490.0
hsa-let-7d-3p	22:TG	1.0	1.0	936.0	490.0
hsa-let-7d-3p	13:CA,22:TA	0.0	1.0	936.0	490.0
hsa-let-7d-5p	PM	6523.0	2297.0	6554.0	2315.0
hsa-let-7d-5p	10:AT	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	11:GC	0.0	1.0	6554.0	2315.0
hsa-let-7d-5p	11:GT	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	12:GC	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	14:TA	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	14:TC	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	17:AT	0.0	1.0	6554.0	2315.0
hsa-let-7d-5p	18:TC	0.0	1.0	6554.0	2315.0
hsa-let-7d-5p	18:TG	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	20:GA	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	20:GT	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	21:TC	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	22:TA	18.0	15.0	6554.0	2315.0
hsa-let-7d-5p	22:TC	1.0	0.0	6554.0	2315.0
hsa-let-7d-5p	22:TG	2.0	0.0	6554.0	2315.0
hsa-let-7d-5p	21:TA,22:TG	1.0	0.0	6554.0	2315.0
hsa-let-7e-3p	PM	686.0	197.0	692.0	200.0
hsa-let-7e-3p	10:CT	0.0	1.0	692.0	200.0
hsa-let-7e-3p	12:CT	0.0	1.0	692.0	200.0
hsa-let-7e-3p	22:CA	1.0	0.0	692.0	200.0
hsa-let-7e-3p	22:CT	5.0	1.0	692.0	200.0
hsa-let-7e-5p	PM	86744.0	24157.0	88768.0	24656.0
hsa-let-7e-5p	1:TC	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	10:AG	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	11:GA	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	11:GC	3.0	2.0	88768.0	24656.0
hsa-let-7e-5p	11:GT	1.0	1.0	88768.0	24656.0
hsa-let-7e-5p	12:GT	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	13:TA	2.0	1.0	88768.0	24656.0
hsa-let-7e-5p	13:TC	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	14:TC	6.0	0.0	88768.0	24656.0
hsa-let-7e-5p	14:TG	2.0	0.0	88768.0	24656.0
hsa-let-7e-5p	15:GA	5.0	2.0	88768.0	24656.0
hsa-let-7e-5p	15:GC	5.0	0.0	88768.0	24656.0
hsa-let-7e-5p	15:GT	6.0	2.0	88768.0	24656.0
hsa-let-7e-5p	16:TA	2.0	0.0	88768.0	24656.0
hsa-let-7e-5p	16:TC	6.0	0.0	88768.0	24656.0
hsa-let-7e-5p	17:AG	9.0	1.0	88768.0	24656.0
hsa-let-7e-5p	17:AT	2.0	0.0	88768.0	24656.0
hsa-let-7e-5p	18:TA	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	19:AT	4.0	1.0	88768.0	24656.0
hsa-let-7e-5p	20:GC	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	20:GT	4.0	0.0	88768.0	24656.0
hsa-let-7e-5p	21:TA	21.0	6.0	88768.0	24656.0
hsa-let-7e-5p	21:TC	3.0	1.0	88768.0	24656.0
hsa-let-7e-5p	22:TA	1672.0	405.0	88768.0	24656.0
hsa-let-7e-5p	22:TC	7.0	1.0	88768.0	24656.0
hsa-let-7e-5p	22:TG	40.0	16.0	88768.0	24656.0
hsa-let-7e-5p	11:GA,22:TA	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	16:TC,22:TA	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	20:GA,21:TA	6.0	3.0	88768.0	24656.0
hsa-let-7e-5p	20:GA,22:TA	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	20:GT,21:TA	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	20:GT,22:TA	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	21:TA,22:TA	180.0	51.0	88768.0	24656.0
hsa-let-7e-5p	21:TA,22:TC	3.0	0.0	88768.0	24656.0
hsa-let-7e-5p	21:TA,22:TG	10.0	5.0	88768.0	24656.0
hsa-let-7e-5p	21:TC,22:TA	1.0	0.0	88768.0	24656.0
hsa-let-7e-5p	21:TG,22:TA	2.0	0.0	88768.0	24656.0
hsa-let-7e-5p	21:TG,22:TG	0.0	1.0	88768.0	24656.0
hsa-let-7f-1-3p	22:CA	0.0	1.0	15.0	8.0
hsa-let-7f-1-3p	22:CT	15.0	7.0	15.0	8.0
hsa-let-7f-2-3p	PM	3.0	0.0	3.0	0.0
hsa-let-7f-5p	PM	140761.0	40549.0	141016.0	40624.0
hsa-let-7f-5p	9:TA	1.0	0.0	141016.0	40624.0
hsa-let-7f-5p	9:TC	5.0	2.0	141016.0	40624.0
hsa-let-7f-5p	11:GA	1.0	0.0	141016.0	40624.0
hsa-let-7f-5p	11:GC	0.0	1.0	141016.0	40624.0
hsa-let-7f-5p	11:GT	8.0	0.0	141016.0	40624.0
hsa-let-7f-5p	13:TA	3.0	1.0	141016.0	40624.0
hsa-let-7f-5p	13:TC	8.0	1.0	141016.0	40624.0
hsa-let-7f-5p	14:TA	3.0	0.0	141016.0	40624.0
hsa-let-7f-5p	14:TC	12.0	0.0	141016.0	40624.0
hsa-let-7f-5p	14:TG	0.0	1.0	141016.0	40624.0
hsa-let-7f-5p	15:GA	6.0	2.0	141016.0	40624.0
hsa-let-7f-5p	15:GC	4.0	0.0	141016.0	40624.0
hsa-let-7f-5p	15:GT	7.0	2.0	141016.0	40624.0
hsa-let-7f-5p	16:TC	4.0	1.0	141016.0	40624.0
hsa-let-7f-5p	17:AC	1.0	0.0	141016.0	40624.0
hsa-let-7f-5p	17:AG	12.0	3.0	141016.0	40624.0
hsa-let-7f-5p	17:AT	4.0	1.0	141016.0	40624.0
hsa-let-7f-5p	18:TA	3.0	3.0	141016.0	40624.0
hsa-let-7f-5p	18:TG	4.0	2.0	141016.0	40624.0
hsa-let-7f-5p	19:AT	5.0	0.0	141016.0	40624.0
hsa-let-7f-5p	20:GA	3.0	0.0	141016.0	40624.0
hsa-let-7f-5p	20:GC	2.0	0.0	141016.0	40624.0
hsa-let-7f-5p	20:GT	5.0	3.0	141016.0	40624.0
hsa-let-7f-5p	21:TA	6.0	0.0	141016.0	40624.0
hsa-let-7f-5p	21:TC	5.0	1.0	141016.0	40624.0
hsa-let-7f-5p	21:TG	0.0	1.0	141016.0	40624.0
hsa-let-7f-5p	22:TA	112.0	43.0	141016.0	40624.0
hsa-let-7f-5p	22:TC	10.0	3.0	141016.0	40624.0
hsa-let-7f-5p	22:TG	20.0	4.0	141016.0	40624.0
hsa-let-7f-5p	14:TA,21:TC	1.0	0.0	141016.0	40624.0
hsa-let-7g-3p	PM	223.0	122.0	223.0	124.0
hsa-let-7g-3p	21:CA	0.0	2.0	223.0	124.0
hsa-let-7g-5p	PM	86062.0	21686.0	86248.0	21730.0
hsa-let-7g-5p	9:TA	1.0	0.0	86248.0	21730.0
hsa-let-7g-5p	9:TC	3.0	0.0	86248.0	21730.0
hsa-let-7g-5p	10:AG	26.0	8.0	86248.0	21730.0
hsa-let-7g-5p	10:AT	2.0	0.0	86248.0	21730.0
hsa-let-7g-5p	11:GC	3.0	1.0	86248.0	21730.0
hsa-let-7g-5p	11:GT	4.0	0.0	86248.0	21730.0
hsa-let-7g-5p	12:TC	4.0	0.0	86248.0	21730.0
hsa-let-7g-5p	13:TA	1.0	0.0	86248.0	21730.0
hsa-let-7g-5p	13:TC	6.0	1.0	86248.0	21730.0
hsa-let-7g-5p	14:TA	0.0	1.0	86248.0	21730.0
hsa-let-7g-5p	14:TC	7.0	3.0	86248.0	21730.0
hsa-let-7g-5p	15:GA	6.0	1.0	86248.0	21730.0
hsa-let-7g-5p	15:GT	5.0	0.0	86248.0	21730.0
hsa-let-7g-5p	16:TA	2.0	0.0	86248.0	21730.0
hsa-let-7g-5p	16:TC	6.0	0.0	86248.0	21730.0
hsa-let-7g-5p	16:TG	1.0	0.0	86248.0	21730.0
hsa-let-7g-5p	18:CA	5.0	0.0	86248.0	21730.0
hsa-let-7g-5p	18:CG	4.0	0.0	86248.0	21730.0
hsa-let-7g-5p	19:AG	1.0	2.0	86248.0	21730.0
hsa-let-7g-5p	20:GA	2.0	0.0	86248.0	21730.0
hsa-let-7g-5p	20:GC	2.0	1.0	86248.0	21730.0
hsa-let-7g-5p	20:GT	2.0	0.0	86248.0	21730.0
hsa-let-7g-5p	21:TA	3.0	1.0	86248.0	21730.0
hsa-let-7g-5p	21:TC	6.0	1.0	86248.0	21730.0
hsa-let-7g-5p	22:TA	56.0	16.0	86248.0	21730.0
hsa-let-7g-5p	22:TC	6.0	1.0	86248.0	21730.0
hsa-let-7g-5p	22:TG	22.0	7.0	86248.0	21730.0
hsa-let-7i-3p	PM	118.0	46.0	120.0	47.0
hsa-let-7i-3p	21:CT	1.0	0.0	120.0	47.0
hsa-let-7i-3p	22:TA	1.0	1.0	120.0	47.0
hsa-let-7i-5p	PM	44799.0	20693.0	44964.0	20762.0
hsa-let-7i-5p	9:TC	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	10:AT	2.0	0.0	44964.0	20762.0
hsa-let-7i-5p	11:GT	3.0	2.0	44964.0	20762.0
hsa-let-7i-5p	12:TC	2.0	0.0	44964.0	20762.0
hsa-let-7i-5p	12:TG	3.0	0.0	44964.0	20762.0
hsa-let-7i-5p	13:TC	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	14:TA	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	14:TC	6.0	1.0	44964.0	20762.0
hsa-let-7i-5p	15:GA	3.0	0.0	44964.0	20762.0
hsa-let-7i-5p	15:GT	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	16:TC	4.0	1.0	44964.0	20762.0
hsa-let-7i-5p	16:TG	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	17:GC	0.0	1.0	44964.0	20762.0
hsa-let-7i-5p	18:CA	4.0	0.0	44964.0	20762.0
hsa-let-7i-5p	18:CG	3.0	1.0	44964.0	20762.0
hsa-let-7i-5p	18:CT	11.0	1.0	44964.0	20762.0
hsa-let-7i-5p	19:TC	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	19:TG	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	20:GA	1.0	3.0	44964.0	20762.0
hsa-let-7i-5p	20:GC	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	20:GT	2.0	1.0	44964.0	20762.0
hsa-let-7i-5p	21:TA	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	21:TC	2.0	3.0	44964.0	20762.0
hsa-let-7i-5p	21:TG	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	22:TA	85.0	45.0	44964.0	20762.0
hsa-let-7i-5p	22:TC	9.0	3.0	44964.0	20762.0
hsa-let-7i-5p	22:TG	10.0	2.0	44964.0	20762.0
hsa-let-7i-5p	10:AG,11:GT	1.0	0.0	44964.0	20762.0
hsa-let-7i-5p	13:TC,20:GA	0.0	1.0	44964.0	20762.0
hsa-miR-1-3p	PM	392.0	92.0	400.0	93.0
hsa-miR-1-3p	10:AG	1.0	0.0	400.0	93.0
hsa-miR-1-3p	21:AT	1.0	0.0	400.0	93.0
hsa-miR-1-3p	22:TA	6.0	1.0	400.0	93.0
hsa-miR-1-5p	PM	0.0	1.0	0.0	1.0
hsa-miR-100-3p	PM	613.0	133.0	614.0	136.0
hsa-miR-100-3p	22:GA	0.0	2.0	614.0	136.0
hsa-miR-100-3p	22:GT	1.0	1.0	614.0	136.0
hsa-miR-100-5p	PM	78934.0	37545.0	79476.0	37836.0
hsa-miR-100-5p	9:GA	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	9:GT	2.0	1.0	79476.0	37836.0
hsa-miR-100-5p	10:AG	2.0	0.0	79476.0	37836.0
hsa-miR-100-5p	11:TA	2.0	3.0	79476.0	37836.0
hsa-miR-100-5p	11:TC	4.0	2.0	79476.0	37836.0
hsa-miR-100-5p	12:CA	2.0	0.0	79476.0	37836.0
hsa-miR-100-5p	12:CG	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	12:CT	14.0	9.0	79476.0	37836.0
hsa-miR-100-5p	13:CA	3.0	1.0	79476.0	37836.0
hsa-miR-100-5p	13:CG	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	13:CT	275.0	163.0	79476.0	37836.0
hsa-miR-100-5p	14:GA	9.0	4.0	79476.0	37836.0
hsa-miR-100-5p	14:GC	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	14:GT	5.0	2.0	79476.0	37836.0
hsa-miR-100-5p	15:AG	4.0	1.0	79476.0	37836.0
hsa-miR-100-5p	15:AT	1.0	1.0	79476.0	37836.0
hsa-miR-100-5p	17:CA	3.0	2.0	79476.0	37836.0
hsa-miR-100-5p	17:CG	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	17:CT	4.0	3.0	79476.0	37836.0
hsa-miR-100-5p	18:TA	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	18:TC	3.0	1.0	79476.0	37836.0
hsa-miR-100-5p	18:TG	0.0	2.0	79476.0	37836.0
hsa-miR-100-5p	19:TA	4.0	1.0	79476.0	37836.0
hsa-miR-100-5p	19:TC	4.0	4.0	79476.0	37836.0
hsa-miR-100-5p	20:GA	3.0	1.0	79476.0	37836.0
hsa-miR-100-5p	20:GT	5.0	3.0	79476.0	37836.0
hsa-miR-100-5p	21:TA	1.0	0.0	79476.0	37836.0
hsa-miR-100-5p	21:TC	5.0	3.0	79476.0	37836.0
hsa-miR-100-5p	21:TG	6.0	0.0	79476.0	37836.0
hsa-miR-100-5p	22:GA	156.0	70.0	79476.0	37836.0
hsa-miR-100-5p	22:GC	1.0	1.0	79476.0	37836.0
hsa-miR-100-5p	22:GT	18.0	11.0	79476.0	37836.0
hsa-miR-100-5p	13:CT,22:GA	0.0	2.0	79476.0	37836.0
hsa-miR-101-3p	PM	31999.0	10005.0	33847.0	11345.0
hsa-miR-101-3p	9:TC	3.0	0.0	33847.0	11345.0
hsa-miR-101-3p	9:TG	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	10:GA	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	11:TA	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	11:TC	2.0	1.0	33847.0	11345.0
hsa-miR-101-3p	12:GA	0.0	2.0	33847.0	11345.0
hsa-miR-101-3p	12:GC	1.0	1.0	33847.0	11345.0
hsa-miR-101-3p	13:AG	2.0	1.0	33847.0	11345.0
hsa-miR-101-3p	13:AT	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	14:TA	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	14:TC	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	15:AG	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	15:AT	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	16:AG	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	16:AT	4.0	1.0	33847.0	11345.0
hsa-miR-101-3p	17:CA	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	17:CG	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	17:CT	7.0	1.0	33847.0	11345.0
hsa-miR-101-3p	18:TC	4.0	0.0	33847.0	11345.0
hsa-miR-101-3p	19:GA	5.0	2.0	33847.0	11345.0
hsa-miR-101-3p	19:GT	5.0	0.0	33847.0	11345.0
hsa-miR-101-3p	20:AG	2.0	0.0	33847.0	11345.0
hsa-miR-101-3p	21:AC	1367.0	1205.0	33847.0	11345.0
hsa-miR-101-3p	21:AG	13.0	2.0	33847.0	11345.0
hsa-miR-101-3p	21:AT	401.0	120.0	33847.0	11345.0
hsa-miR-101-3p	11:TA,21:AC	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	12:GT,19:GT	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	13:AT,21:AC	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	16:AG,21:AC	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	17:CT,21:AC	2.0	1.0	33847.0	11345.0
hsa-miR-101-3p	18:TG,19:GA	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	19:GA,20:AG	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	20:AC,21:AG	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	20:AC,21:AT	1.0	0.0	33847.0	11345.0
hsa-miR-101-3p	20:AG,21:AC	0.0	2.0	33847.0	11345.0
hsa-miR-101-3p	20:AT,21:AG	5.0	1.0	33847.0	11345.0
hsa-miR-101-5p	PM	83.0	23.0	83.0	24.0
hsa-miR-101-5p	21:CA,22:TA	0.0	1.0	83.0	24.0
hsa-miR-10394-3p	PM	3.0	1.0	3.0	1.0
hsa-miR-10394-5p	PM	0.0	1.0	0.0	1.0
hsa-miR-10395-3p	PM	2302.0	921.0	2309.0	922.0
hsa-miR-10395-3p	3:GT	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	7:TC	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	9:GA	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	15:TC	0.0	1.0	2309.0	922.0
hsa-miR-10395-3p	15:TG	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	16:CA	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	19:AG	1.0	0.0	2309.0	922.0
hsa-miR-10395-3p	20:TC	1.0	0.0	2309.0	922.0
hsa-miR-10395-5p	PM	1266.0	4097.0	1270.0	4111.0
hsa-miR-10395-5p	7:GA	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	7:GT	0.0	2.0	1270.0	4111.0
hsa-miR-10395-5p	8:AT	1.0	0.0	1270.0	4111.0
hsa-miR-10395-5p	11:GA	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	12:CG	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	12:CT	1.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	14:AT	1.0	0.0	1270.0	4111.0
hsa-miR-10395-5p	15:TA	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	15:TC	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	17:CA	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	17:CG	0.0	1.0	1270.0	4111.0
hsa-miR-10395-5p	18:CA	1.0	0.0	1270.0	4111.0
hsa-miR-10395-5p	18:CT	0.0	4.0	1270.0	4111.0
hsa-miR-10396a-3p	PM	1.0	0.0	1.0	0.0
hsa-miR-10396a-5p	PM	1.0	0.0	1.0	0.0
hsa-miR-10396b-3p	PM	26.0	16.0	26.0	16.0
hsa-miR-10397-5p	PM	0.0	1.0	6.0	1.0
hsa-miR-10397-5p	21:GA,22:GA	6.0	0.0	6.0	1.0
hsa-miR-10398-5p	PM	0.0	1.0	0.0	1.0
hsa-miR-103a-1-5p	PM	6.0	4.0	6.0	4.0
hsa-miR-103a-2-5p	PM	40.0	30.0	85.0	52.0
hsa-miR-103a-2-5p	11:CT	1.0	0.0	85.0	52.0
hsa-miR-103a-2-5p	16:CT	41.0	20.0	85.0	52.0
hsa-miR-103a-2-5p	23:GT	1.0	1.0	85.0	52.0
hsa-miR-103a-2-5p	14:TA,16:CT	1.0	0.0	85.0	52.0
hsa-miR-103a-2-5p	16:CT,19:CT	0.0	1.0	85.0	52.0
hsa-miR-103a-2-5p	16:CT,23:GT	1.0	0.0	85.0	52.0
hsa-miR-103a-3p	PM	239078.0	101557.0	314188.0	133339.0
hsa-miR-103a-3p	9:TA	7.0	6.0	314188.0	133339.0
hsa-miR-103a-3p	9:TC	18.0	2.0	314188.0	133339.0
hsa-miR-103a-3p	9:TG	3.0	3.0	314188.0	133339.0
hsa-miR-103a-3p	10:GA	15.0	4.0	314188.0	133339.0
hsa-miR-103a-3p	10:GC	4.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	10:GT	16.0	4.0	314188.0	133339.0
hsa-miR-103a-3p	11:TA	3.0	1.0	314188.0	133339.0
hsa-miR-103a-3p	11:TC	14.0	7.0	314188.0	133339.0
